student_id,畢業年度,班級_原始,班級_標準,座號,統測報名序號,報考群類
114-3071-131036,114,131,131,,3071-131036,09商業與管理群
114-3071-131037,114,131,131,,3071-131037,09商業與管理群
114-3071-131038,114,132,132,,3071-131038,09商業與管理群
114-3071-132001,114,132,132,,3071-132001,09商業與管理群
114-3071-132004,114,132,132,,3071-132004,09商業與管理群
114-3071-132005,114,132,132,,3071-132005,09商業與管理群
114-3071-132006,114,132,132,,3071-132006,09商業與管理群
114-3071-132008,114,132,132,,3071-132008,09商業與管理群
114-3071-132009,114,132,132,,3071-132009,09商業與管理群
114-3071-132010,114,132,132,,3071-132010,09商業與管理群
114-3071-132011,114,132,132,,3071-132011,09商業與管理群
114-3071-132012,114,132,132,,3071-132012,09商業與管理群
114-3071-132013,114,132,132,,3071-132013,09商業與管理群
114-3071-132014,114,132,132,,3071-132014,09商業與管理群
114-3071-132015,114,132,132,,3071-132015,09商業與管理群
114-3071-132017,114,132,132,,3071-132017,09商業與管理群
114-3071-132018,114,132,132,,3071-132018,09商業與管理群
114-3071-132019,114,132,132,,3071-132019,09商業與管理群
114-3071-132021,114,132,132,,3071-132021,09商業與管理群
114-3071-132022,114,132,132,,3071-132022,09商業與管理群
114-3071-132025,114,132,132,,3071-132025,09商業與管理群
114-3071-132026,114,132,132,,3071-132026,09商業與管理群
114-3071-132028,114,132,132,,3071-132028,09商業與管理群
114-3071-132031,114,132,132,,3071-132031,09商業與管理群
114-3071-132032,114,132,132,,3071-132032,09商業與管理群
114-3071-132035,114,132,132,,3071-132035,09商業與管理群
114-3071-132036,114,132,132,,3071-132036,09商業與管理群
114-3071-132037,114,132,132,,3071-132037,09商業與管理群
114-3071-132038,114,132,132,,3071-132038,09商業與管理群
114-3071-133001,114,132,132,,3071-133001,09商業與管理群
114-3071-133002,114,132,132,,3071-133002,09商業與管理群
114-3071-133003,114,132,132,,3071-133003,09商業與管理群
114-3071-133004,114,132,132,,3071-133004,09商業與管理群
114-3071-133005,114,132,132,,3071-133005,09商業與管理群
114-3071-133006,114,132,132,,3071-133006,09商業與管理群
114-3071-133007,114,132,132,,3071-133007,09商業與管理群
114-3071-133008,114,132,132,,3071-133008,09商業與管理群
114-3071-133009,114,132,132,,3071-133009,09商業與管理群
114-3071-133010,114,132,132,,3071-133010,09商業與管理群
114-3071-133011,114,133,133,,3071-133011,09商業與管理群
114-3071-133012,114,133,133,,3071-133012,09商業與管理群
114-3071-133013,114,133,133,,3071-133013,09商業與管理群
114-3071-133014,114,133,133,,3071-133014,09商業與管理群
114-3071-133015,114,133,133,,3071-133015,09商業與管理群
114-3071-133016,114,133,133,,3071-133016,09商業與管理群
114-3071-133017,114,133,133,,3071-133017,09商業與管理群
114-3071-133018,114,133,133,,3071-133018,09商業與管理群
114-3071-133019,114,133,133,,3071-133019,09商業與管理群
114-3071-133020,114,133,133,,3071-133020,09商業與管理群
114-3071-133021,114,133,133,,3071-133021,09商業與管理群
114-3071-133022,114,133,133,,3071-133022,09商業與管理群
114-3071-133023,114,133,133,,3071-133023,09商業與管理群
114-3071-133024,114,133,133,,3071-133024,09商業與管理群
114-3071-133025,114,133,133,,3071-133025,09商業與管理群
114-3071-133026,114,133,133,,3071-133026,09商業與管理群
114-3071-133027,114,133,133,,3071-133027,09商業與管理群
114-3071-133028,114,133,133,,3071-133028,09商業與管理群
114-3071-133029,114,133,133,,3071-133029,09商業與管理群
114-3071-133030,114,133,133,,3071-133030,09商業與管理群
114-3071-133031,114,133,133,,3071-133031,09商業與管理群
114-3071-133033,114,133,133,,3071-133033,09商業與管理群
114-3071-133034,114,133,133,,3071-133034,09商業與管理群
114-3071-133035,114,133,133,,3071-133035,09商業與管理群
114-3071-133036,114,133,133,,3071-133036,09商業與管理群
114-3071-133037,114,133,133,,3071-133037,09商業與管理群
114-3071-134001,114,133,133,,3071-134001,09商業與管理群
114-3071-134002,114,133,133,,3071-134002,09商業與管理群
114-3071-134003,114,133,133,,3071-134003,09商業與管理群
114-3071-134004,114,133,133,,3071-134004,09商業與管理群
114-3071-134005,114,133,133,,3071-134005,09商業與管理群
114-3071-134006,114,133,133,,3071-134006,09商業與管理群
114-3071-134007,114,133,133,,3071-134007,09商業與管理群
114-3071-134008,114,133,133,,3071-134008,09商業與管理群
114-3071-134009,114,133,133,,3071-134009,09商業與管理群
114-3071-134011,114,134,134,,3071-134011,09商業與管理群
114-3071-134012,114,134,134,,3071-134012,09商業與管理群
114-3071-134013,114,134,134,,3071-134013,09商業與管理群
114-3071-134015,114,134,134,,3071-134015,09商業與管理群
114-3071-134016,114,134,134,,3071-134016,09商業與管理群
114-3071-134017,114,134,134,,3071-134017,09商業與管理群
114-3071-134023,114,134,134,,3071-134023,09商業與管理群
114-3071-134026,114,134,134,,3071-134026,09商業與管理群
114-3071-134027,114,134,134,,3071-134027,09商業與管理群
114-3071-134028,114,134,134,,3071-134028,09商業與管理群
114-3071-134029,114,134,134,,3071-134029,16外語群日語類
114-3071-134030,114,134,134,,3071-134030,09商業與管理群
114-3071-134032,114,134,134,,3071-134032,09商業與管理群
114-3071-134033,114,134,134,,3071-134033,09商業與管理群
114-3071-134035,114,134,134,,3071-134035,09商業與管理群
114-3071-134036,114,134,134,,3071-134036,09商業與管理群
114-3071-134037,114,134,134,,3071-134037,09商業與管理群
114-3071-231001,114,134,134,,3071-231001,09商業與管理群
114-3071-231002,114,134,134,,3071-231002,09商業與管理群
114-3071-231003,114,134,134,,3071-231003,09商業與管理群
114-3071-231004,114,134,134,,3071-231004,09商業與管理群
114-3071-231005,114,134,134,,3071-231005,09商業與管理群
114-3071-231006,114,134,134,,3071-231006,09商業與管理群
114-3071-231007,114,134,134,,3071-231007,09商業與管理群
114-3071-231008,114,134,134,,3071-231008,09商業與管理群
114-3071-231009,114,134,134,,3071-231009,09商業與管理群
114-3071-231010,114,134,134,,3071-231010,09商業與管理群
114-3071-231013,114,134,134,,3071-231013,09商業與管理群
114-3071-231014,114,134,134,,3071-231014,09商業與管理群
114-3071-231016,114,134,134,,3071-231016,52家政群
114-3071-231017,114,134,134,,3071-231017,09商業與管理群
114-3071-231018,114,134,134,,3071-231018,09商業與管理群
114-3071-231019,114,134,134,,3071-231019,15外語群英語類
114-3071-231021,114,134,134,,3071-231021,09商業與管理群
114-3071-231022,114,134,134,,3071-231022,09商業與管理群
114-3071-231023,114,134,134,,3071-231023,09商業與管理群
114-3071-231024,114,231,231,,3071-231024,09商業與管理群
114-3071-231025,114,231,231,,3071-231025,09商業與管理群
114-3071-231027,114,231,231,,3071-231027,09商業與管理群
114-3071-231028,114,231,231,,3071-231028,09商業與管理群
114-3071-231029,114,231,231,,3071-231029,09商業與管理群
114-3071-231030,114,231,231,,3071-231030,09商業與管理群
114-3071-231032,114,231,231,,3071-231032,09商業與管理群
114-3071-231033,114,231,231,,3071-231033,09商業與管理群
114-3071-231034,114,231,231,,3071-231034,09商業與管理群
114-3071-231035,114,231,231,,3071-231035,09商業與管理群
114-3071-231036,114,231,231,,3071-231036,09商業與管理群
114-3071-231037,114,231,231,,3071-231037,09商業與管理群
114-3071-232001,114,231,231,,3071-232001,09商業與管理群
114-3071-232002,114,231,231,,3071-232002,09商業與管理群
114-3071-232003,114,231,231,,3071-232003,09商業與管理群
114-3071-232004,114,231,231,,3071-232004,09商業與管理群
114-3071-232005,114,231,231,,3071-232005,09商業與管理群
114-3071-232006,114,231,231,,3071-232006,09商業與管理群
114-3071-232007,114,231,231,,3071-232007,15外語群英語類
114-3071-232008,114,231,231,,3071-232008,09商業與管理群
114-3071-232009,114,231,231,,3071-232009,09商業與管理群
114-3071-232010,114,231,231,,3071-232010,09商業與管理群
114-3071-232011,114,231,231,,3071-232011,53商管外語群(一)
114-3071-232013,114,231,231,,3071-232013,09商業與管理群
114-3071-232014,114,231,231,,3071-232014,09商業與管理群
114-3071-232015,114,231,231,,3071-232015,09商業與管理群
114-3071-232016,114,231,231,,3071-232016,09商業與管理群
114-3071-232017,114,231,231,,3071-232017,09商業與管理群
114-3071-232018,114,231,231,,3071-232018,09商業與管理群
114-3071-232019,114,231,231,,3071-232019,09商業與管理群
114-3071-232020,114,231,231,,3071-232020,09商業與管理群
114-3071-232021,114,231,231,,3071-232021,09商業與管理群
114-3071-232022,114,232,232,,3071-232022,09商業與管理群
114-3071-232023,114,232,232,,3071-232023,09商業與管理群
114-3071-232024,114,232,232,,3071-232024,09商業與管理群
114-3071-232025,114,232,232,,3071-232025,09商業與管理群
114-3071-232026,114,232,232,,3071-232026,09商業與管理群
114-3071-232027,114,232,232,,3071-232027,09商業與管理群
114-3071-232028,114,232,232,,3071-232028,09商業與管理群
114-3071-232029,114,232,232,,3071-232029,09商業與管理群
114-3071-232030,114,232,232,,3071-232030,09商業與管理群
114-3071-232031,114,232,232,,3071-232031,09商業與管理群
114-3071-232033,114,232,232,,3071-232033,09商業與管理群
114-3071-232034,114,232,232,,3071-232034,09商業與管理群
114-3071-232036,114,232,232,,3071-232036,09商業與管理群
114-3071-233001,114,232,232,,3071-233001,09商業與管理群
114-3071-233003,114,232,232,,3071-233003,09商業與管理群
114-3071-233005,114,232,232,,3071-233005,09商業與管理群
114-3071-233006,114,232,232,,3071-233006,09商業與管理群
114-3071-233007,114,232,232,,3071-233007,09商業與管理群
114-3071-233008,114,232,232,,3071-233008,09商業與管理群
114-3071-233009,114,232,232,,3071-233009,09商業與管理群
114-3071-233010,114,232,232,,3071-233010,09商業與管理群
114-3071-233011,114,232,232,,3071-233011,09商業與管理群
114-3071-233012,114,232,232,,3071-233012,09商業與管理群
114-3071-233013,114,232,232,,3071-233013,09商業與管理群
114-3071-233014,114,232,232,,3071-233014,09商業與管理群
114-3071-233015,114,232,232,,3071-233015,09商業與管理群
114-3071-233016,114,232,232,,3071-233016,09商業與管理群
114-3071-233017,114,232,232,,3071-233017,09商業與管理群
114-3071-233018,114,232,232,,3071-233018,09商業與管理群
114-3071-233019,114,232,232,,3071-233019,09商業與管理群
114-3071-233020,114,232,232,,3071-233020,09商業與管理群
114-3071-233021,114,232,232,,3071-233021,09商業與管理群
114-3071-233022,114,232,232,,3071-233022,09商業與管理群
114-3071-233023,114,232,232,,3071-233023,09商業與管理群
114-3071-233024,114,233,233,,3071-233024,09商業與管理群
114-3071-131001,114,131,131,,3071-131001,09商業與管理群
114-3071-131002,114,131,131,,3071-131002,09商業與管理群
114-3071-131003,114,131,131,,3071-131003,09商業與管理群
114-3071-131004,114,131,131,,3071-131004,09商業與管理群
114-3071-131007,114,131,131,,3071-131007,09商業與管理群
114-3071-131008,114,131,131,,3071-131008,09商業與管理群
114-3071-131009,114,131,131,,3071-131009,09商業與管理群
114-3071-131010,114,131,131,,3071-131010,09商業與管理群
114-3071-131011,114,131,131,,3071-131011,09商業與管理群
114-3071-131012,114,131,131,,3071-131012,09商業與管理群
114-3071-131013,114,131,131,,3071-131013,09商業與管理群
114-3071-131014,114,131,131,,3071-131014,09商業與管理群
114-3071-131015,114,131,131,,3071-131015,09商業與管理群
114-3071-131016,114,131,131,,3071-131016,09商業與管理群
114-3071-233025,114,233,233,,3071-233025,09商業與管理群
114-3071-233026,114,233,233,,3071-233026,09商業與管理群
114-3071-233027,114,233,233,,3071-233027,09商業與管理群
114-3071-233028,114,233,233,,3071-233028,09商業與管理群
114-3071-233029,114,233,233,,3071-233029,09商業與管理群
114-3071-233030,114,233,233,,3071-233030,09商業與管理群
114-3071-233031,114,233,233,,3071-233031,09商業與管理群
114-3071-233032,114,233,233,,3071-233032,09商業與管理群
114-3071-233033,114,233,233,,3071-233033,09商業與管理群
114-3071-233034,114,233,233,,3071-233034,53商管外語群(一)
114-3071-233036,114,233,233,,3071-233036,09商業與管理群
114-3071-234001,114,233,233,,3071-234001,09商業與管理群
114-3071-234002,114,233,233,,3071-234002,09商業與管理群
114-3071-234003,114,233,233,,3071-234003,09商業與管理群
114-3071-234004,114,233,233,,3071-234004,09商業與管理群
114-3071-234005,114,233,233,,3071-234005,09商業與管理群
114-3071-234006,114,233,233,,3071-234006,09商業與管理群
114-3071-234007,114,233,233,,3071-234007,09商業與管理群
114-3071-234008,114,233,233,,3071-234008,09商業與管理群
114-3071-234009,114,233,233,,3071-234009,09商業與管理群
114-3071-234010,114,233,233,,3071-234010,09商業與管理群
114-3071-234012,114,233,233,,3071-234012,09商業與管理群
114-3071-234014,114,233,233,,3071-234014,09商業與管理群
114-3071-234016,114,233,233,,3071-234016,09商業與管理群
114-3071-234017,114,233,233,,3071-234017,09商業與管理群
114-3071-234020,114,233,233,,3071-234020,09商業與管理群
114-3071-234021,114,233,233,,3071-234021,09商業與管理群
114-3071-234023,114,233,233,,3071-234023,09商業與管理群
114-3071-234024,114,233,233,,3071-234024,09商業與管理群
114-3071-234025,114,233,233,,3071-234025,09商業與管理群
114-3071-234026,114,234,234,,3071-234026,09商業與管理群
114-3071-234027,114,234,234,,3071-234027,09商業與管理群
114-3071-234029,114,234,234,,3071-234029,09商業與管理群
114-3071-234030,114,234,234,,3071-234030,09商業與管理群
114-3071-234031,114,234,234,,3071-234031,09商業與管理群
114-3071-234032,114,234,234,,3071-234032,09商業與管理群
114-3071-234033,114,234,234,,3071-234033,09商業與管理群
114-3071-234034,114,234,234,,3071-234034,09商業與管理群
114-3071-234035,114,234,234,,3071-234035,09商業與管理群
114-3071-234036,114,234,234,,3071-234036,09商業與管理群
114-3071-235001,114,234,234,,3071-235001,09商業與管理群
114-3071-235002,114,234,234,,3071-235002,09商業與管理群
114-3071-235003,114,234,234,,3071-235003,09商業與管理群
114-3071-235004,114,234,234,,3071-235004,15外語群英語類
114-3071-235005,114,234,234,,3071-235005,09商業與管理群
114-3071-235006,114,234,234,,3071-235006,09商業與管理群
114-3071-235007,114,234,234,,3071-235007,09商業與管理群
114-3071-235009,114,234,234,,3071-235009,09商業與管理群
114-3071-235010,114,234,234,,3071-235010,09商業與管理群
114-3071-235011,114,234,234,,3071-235011,09商業與管理群
114-3071-235012,114,234,234,,3071-235012,09商業與管理群
114-3071-235014,114,234,234,,3071-235014,09商業與管理群
114-3071-235015,114,234,234,,3071-235015,09商業與管理群
114-3071-235016,114,234,234,,3071-235016,09商業與管理群
114-3071-235017,114,234,234,,3071-235017,09商業與管理群
114-3071-235018,114,234,234,,3071-235018,09商業與管理群
114-3071-235019,114,234,234,,3071-235019,09商業與管理群
114-3071-235020,114,234,234,,3071-235020,09商業與管理群
114-3071-235021,114,234,234,,3071-235021,09商業與管理群
114-3071-235022,114,234,234,,3071-235022,52家政群
114-3071-235023,114,234,234,,3071-235023,09商業與管理群
114-3071-235024,114,234,234,,3071-235024,09商業與管理群
114-3071-235025,114,235,235,,3071-235025,09商業與管理群
114-3071-235026,114,235,235,,3071-235026,09商業與管理群
114-3071-235027,114,235,235,,3071-235027,09商業與管理群
114-3071-235028,114,235,235,,3071-235028,09商業與管理群
114-3071-235029,114,235,235,,3071-235029,09商業與管理群
114-3071-235030,114,235,235,,3071-235030,09商業與管理群
114-3071-235031,114,235,235,,3071-235031,09商業與管理群
114-3071-235032,114,235,235,,3071-235032,09商業與管理群
114-3071-235033,114,235,235,,3071-235033,09商業與管理群
114-3071-235035,114,235,235,,3071-235035,09商業與管理群
114-3071-235036,114,235,235,,3071-235036,09商業與管理群
114-3071-235037,114,235,235,,3071-235037,09商業與管理群
114-3071-331001,114,235,235,,3071-331001,09商業與管理群
114-3071-331002,114,235,235,,3071-331002,09商業與管理群
114-3071-331003,114,235,235,,3071-331003,09商業與管理群
114-3071-331004,114,235,235,,3071-331004,09商業與管理群
114-3071-331005,114,235,235,,3071-331005,09商業與管理群
114-3071-331006,114,235,235,,3071-331006,09商業與管理群
114-3071-331007,114,235,235,,3071-331007,09商業與管理群
114-3071-331008,114,235,235,,3071-331008,09商業與管理群
114-3071-331009,114,235,235,,3071-331009,09商業與管理群
114-3071-331010,114,235,235,,3071-331010,09商業與管理群
114-3071-331011,114,235,235,,3071-331011,09商業與管理群
114-3071-331012,114,235,235,,3071-331012,09商業與管理群
114-3071-331013,114,235,235,,3071-331013,09商業與管理群
114-3071-331014,114,235,235,,3071-331014,09商業與管理群
114-3071-431002,114,235,235,,3071-431002,09商業與管理群
114-3071-431003,114,235,235,,3071-431003,09商業與管理群
114-3071-431004,114,235,235,,3071-431004,09商業與管理群
114-3071-431005,114,235,235,,3071-431005,09商業與管理群
114-3071-431006,114,235,235,,3071-431006,09商業與管理群
114-3071-431007,114,235,235,,3071-431007,09商業與管理群
114-3071-431008,114,235,235,,3071-431008,09商業與管理群
114-3071-431010,114,235,235,,3071-431010,09商業與管理群
114-3071-431011,114,431,431,,3071-431011,09商業與管理群
114-3071-431012,114,431,431,,3071-431012,09商業與管理群
114-3071-431013,114,431,431,,3071-431013,09商業與管理群
114-3071-431014,114,431,431,,3071-431014,09商業與管理群
114-3071-431015,114,431,431,,3071-431015,09商業與管理群
114-3071-431016,114,431,431,,3071-431016,09商業與管理群
114-3071-431017,114,431,431,,3071-431017,09商業與管理群
114-3071-431018,114,431,431,,3071-431018,09商業與管理群
114-3071-431019,114,431,431,,3071-431019,09商業與管理群
114-3071-431020,114,431,431,,3071-431020,09商業與管理群
114-3071-431021,114,431,431,,3071-431021,09商業與管理群
114-3071-431022,114,431,431,,3071-431022,09商業與管理群
114-3071-431023,114,431,431,,3071-431023,09商業與管理群
114-3071-431024,114,431,431,,3071-431024,09商業與管理群
114-3071-431026,114,431,431,,3071-431026,09商業與管理群
114-3071-431027,114,431,431,,3071-431027,09商業與管理群
114-3071-431028,114,431,431,,3071-431028,09商業與管理群
114-3071-431029,114,431,431,,3071-431029,09商業與管理群
114-3071-431030,114,431,431,,3071-431030,09商業與管理群
114-3071-431031,114,431,431,,3071-431031,09商業與管理群
114-3071-431032,114,431,431,,3071-431032,09商業與管理群
114-3071-431033,114,431,431,,3071-431033,09商業與管理群
114-3071-431034,114,431,431,,3071-431034,09商業與管理群
114-3071-431035,114,431,431,,3071-431035,09商業與管理群
114-3071-431036,114,431,431,,3071-431036,09商業與管理群
114-3071-431037,114,431,431,,3071-431037,09商業與管理群
114-3071-431038,114,431,431,,3071-431038,09商業與管理群
114-3071-432001,114,431,431,,3071-432001,09商業與管理群
114-3071-432002,114,431,431,,3071-432002,09商業與管理群
114-3071-432003,114,431,431,,3071-432003,09商業與管理群
114-3071-432004,114,431,431,,3071-432004,09商業與管理群
114-3071-432005,114,431,431,,3071-432005,09商業與管理群
114-3071-432006,114,431,431,,3071-432006,09商業與管理群
114-3071-432007,114,431,431,,3071-432007,09商業與管理群
114-3071-432008,114,431,431,,3071-432008,09商業與管理群
114-3071-432009,114,431,431,,3071-432009,09商業與管理群
114-3071-432010,114,431,431,,3071-432010,09商業與管理群
114-3071-432012,114,432,432,,3071-432012,09商業與管理群
114-3071-432013,114,432,432,,3071-432013,09商業與管理群
114-3071-432014,114,432,432,,3071-432014,09商業與管理群
114-3071-432015,114,432,432,,3071-432015,09商業與管理群
114-3071-432016,114,432,432,,3071-432016,09商業與管理群
114-3071-432017,114,432,432,,3071-432017,09商業與管理群
114-3071-432018,114,432,432,,3071-432018,09商業與管理群
114-3071-432019,114,432,432,,3071-432019,09商業與管理群
114-3071-432020,114,432,432,,3071-432020,20藝術群影視類
114-3071-432021,114,432,432,,3071-432021,09商業與管理群
114-3071-432023,114,432,432,,3071-432023,09商業與管理群
114-3071-432024,114,432,432,,3071-432024,09商業與管理群
114-3071-432025,114,432,432,,3071-432025,09商業與管理群
114-3071-432026,114,432,432,,3071-432026,09商業與管理群
114-3071-432028,114,432,432,,3071-432028,09商業與管理群
114-3071-432029,114,432,432,,3071-432029,7設計群
114-3071-432030,114,432,432,,3071-432030,09商業與管理群
114-3071-432031,114,432,432,,3071-432031,09商業與管理群
114-3071-432032,114,432,432,,3071-432032,09商業與管理群
114-3071-432033,114,432,432,,3071-432033,09商業與管理群
114-3071-432034,114,432,432,,3071-432034,09商業與管理群
114-3071-432035,114,432,432,,3071-432035,09商業與管理群
114-3071-432036,114,432,432,,3071-432036,09商業與管理群
114-3071-432038,114,432,432,,3071-432038,09商業與管理群
114-3071-433001,114,432,432,,3071-433001,09商業與管理群
114-3071-433002,114,432,432,,3071-433002,09商業與管理群
114-3071-433003,114,432,432,,3071-433003,09商業與管理群
114-3071-433004,114,432,432,,3071-433004,09商業與管理群
114-3071-433005,114,432,432,,3071-433005,09商業與管理群
114-3071-433006,114,432,432,,3071-433006,09商業與管理群
114-3071-433007,114,432,432,,3071-433007,09商業與管理群
114-3071-433008,114,432,432,,3071-433008,09商業與管理群
114-3071-433009,114,432,432,,3071-433009,09商業與管理群
114-3071-433010,114,432,432,,3071-433010,09商業與管理群
114-3071-433011,114,433,433,,3071-433011,09商業與管理群
114-3071-433013,114,433,433,,3071-433013,09商業與管理群
114-3071-433017,114,433,433,,3071-433017,09商業與管理群
114-3071-433018,114,433,433,,3071-433018,09商業與管理群
114-3071-433019,114,433,433,,3071-433019,09商業與管理群
114-3071-433020,114,433,433,,3071-433020,09商業與管理群
114-3071-433021,114,433,433,,3071-433021,09商業與管理群
114-3071-433022,114,433,433,,3071-433022,09商業與管理群
114-3071-433023,114,433,433,,3071-433023,09商業與管理群
114-3071-433024,114,433,433,,3071-433024,09商業與管理群
114-3071-433025,114,433,433,,3071-433025,09商業與管理群
114-3071-433026,114,433,433,,3071-433026,09商業與管理群
114-3071-433027,114,433,433,,3071-433027,09商業與管理群
114-3071-433028,114,433,433,,3071-433028,09商業與管理群
114-3071-433029,114,433,433,,3071-433029,09商業與管理群
114-3071-433030,114,433,433,,3071-433030,09商業與管理群
114-3071-433031,114,433,433,,3071-433031,09商業與管理群
114-3071-433032,114,433,433,,3071-433032,16外語群日語類
114-3071-433033,114,433,433,,3071-433033,09商業與管理群
114-3071-433034,114,433,433,,3071-433034,09商業與管理群
114-3071-433035,114,433,433,,3071-433035,15外語群英語類
114-3071-433037,114,433,433,,3071-433037,09商業與管理群
114-3071-433038,114,433,433,,3071-433038,09商業與管理群
114-3071-532013,114,433,433,,3071-532013,17餐旅群
114-3071-631014,114,433,433,,3071-631014,10衛生與護理類
114-3071-631019,114,433,433,,3071-631019,10衛生與護理類
114-3071-631036,114,433,433,,3071-631036,10衛生與護理類
114-3071-632035,114,433,433,,3071-632035,09商業與管理群
114-433-黃翊瑄,114,433,433,,,
114-433-楊雅惠,114,433,433,,,
114-433-葉庭妤,114,433,433,,,
114-433-劉又瑄,114,433,433,,,
114-433-劉亭妤,114,433,433,,,
114-433-劉栩晴,114,433,433,,,
114-433-盧沛渝,114,433,433,,,
114-433-簡珮如,114,433,433,,,
114-634-詹婉暄,114,634,634,,,
